tf	score	n_a	n_b	n_shared	expected	replication_raw	replication
SIX1	200	118	714	55	0.7682319686331722	0.2715662536200921	0.4626030037937877
ZNF624	200	45	52	26	0.021336737485182822	0.5388888888888889	0.5775774862603669
BCL11A	200	1264	1658	658	19.109255037840796	0.45871665572368725	0.5132102937929541
EOMES	200	1875	218	53	3.727090361995076	0.1356929663608563	0.22995398588298976
ZKSCAN8	200	428	1032	276	4.027500683869791	0.4561508367746142	0.6414861807188514
PHOX2B	200	440	504	270	2.0220661985957875	0.5746753246753247	0.6118525914662074
MYNN	200	436	1056	358	4.1981945837512535	0.5800580344731721	0.8193615704667805
DNMT3A	200	166	2267	113	3.4314033008115254	0.3652842512529164	0.6739837762266631
NKX2-5	200	667	51	43	0.3101759824929333	0.45380251050945114	0.8421773964487036
ZNF510	200	281	25	7	0.06405580377496124	0.15245551601423488	0.2781504538847599
TP73	200	755	474	315	3.2631530956505883	0.5408877525358371	0.6622316671286458
ERCC6	200	42	86	20	0.032935169143795025	0.3543743078626799	0.4757793977570588
MBD1	200	184	542	130	0.9093462204796207	0.47318706882721	0.7050641368891098
ASCL2	200	296	1414	137	3.816394638460837	0.27986304904621734	0.45582162351902594
CREB5	200	231	265	160	0.5581745235707122	0.6482071387731765	0.6918962091486199
ZNF354C	200	82	26	20	0.019440138597611015	0.5065666041275798	0.7690580945134363
ZNF507	200	558	0	0	0.0	0.0	0.0
PSIP1	200	849	3	2	0.023224218108872072	0.33451118963486454	0.6640660656797248
TAF7	200	715	4717	578	30.752758274824473	0.4654635591247845	0.7997799747725906
SIRT6	200	165	24	16	0.03610832497492478	0.3818181818181818	0.6661644064958981
PPP1R10	200	427	212	61	0.8254217197045682	0.2152964959568733	0.28495180987374696
ZNF138	200	517	8	3	0.037713139418254764	0.19040135396518376	0.37203970573415296
ZNF207	200	134	895	90	1.0935533874350323	0.38610022513132664	0.6689400618145769
HDAC6	200	352	381	188	1.2228686058174523	0.5137646146504414	0.5324666709366908
PCBP2	200	27	85	13	0.020926415610467767	0.3172113289760349	0.4810792907247714
ZBTB5	200	261	536	229	1.2756086441141608	0.6523167209927374	0.8767924728480655
PHC1	200	173	144	118	0.22715418984225402	0.7507626846499679	0.8191591753401666
HSF2	200	421	141	128	0.5412692623324519	0.6059197115951551	0.9074461236284423
ZNF239	200	173	0	0	0.0	0.0	0.0
LCORL	200	86	4758	73	3.731084161575636	0.4320898951093385	0.841981629786736
KDM6B	200	200	2350	192	4.285584024801678	0.5208510638297872	0.9591241147968692
ZNF34	200	207	113	107	0.2132853104768852	0.7319054337138216	0.9468022451357265
CCNT1	200	258	323	182	0.7598614023889851	0.6344469244246046	0.7045562157821594
CIITA	200	192	0	0	0.0	0.0	0.0
TAF15	200	233	1199	204	2.5473420260782347	0.5228391327536897	0.8741607050447573
MAF1	200	338	18	10	0.05547551746147533	0.29257067718606183	0.5541815550596145
IRF8	200	209	950	49	1.810431293881645	0.14301435406698565	0.22776035010262966
ZFP1	200	102	269	59	0.2501869244095924	0.39888111378380353	0.5773948010297071
MEN1	200	294	11073	231	29.684161575636	0.40328792042419787	0.7616487896618123
ZNF778	200	58	47	31	0.02485638734384973	0.5970286133528979	0.659394335610094
AEBP2	200	77	50	33	0.03510531594784353	0.5442857142857143	0.6597611161296798
BRF1	200	66	278	53	0.16730190571715145	0.49683889252234575	0.8025297401394373
ZNF549	200	98	0	0	0.0	0.0	0.0
ORC1	200	235	6	0	0.012856752074405033	0.0	-0.002147393429889889
ZNF114	200	67	59	29	0.03604449712774688	0.46218062231216794	0.4912145946765963
THRB	200	130	920	7	1.0905443603537885	0.03072742474916388	0.0458419098143236
CBX2	200	185	0	0	0.0	0.0	0.0
NFKBIZ	200	25	428	14	0.09756542354335734	0.2963551401869159	0.5582761209058786
CDC45	200	49	1351	38	0.603619950761375	0.4018187585915195	0.7727102731896772
ZNF524	200	184	317	77	0.5318500957417708	0.330690234535729	0.4167925056428741
HDGF	200	59	1077	36	0.5794018418893043	0.3217978376847175	0.6063032436307425
ZFP41	200	46	624	39	0.2617306464849093	0.45516304347826086	0.8469552936973547
LMNB1	200	81	559	25	0.4128658703382876	0.17668234722498288	0.3050999938786994
TEAD2	200	223	76	63	0.15453633628157198	0.5557292895916922	0.8285988459687048
ZNF512	200	174	267	146	0.423616303455822	0.692948469585432	0.8386877327220323
MSX2	200	179	313	118	0.5108689705480076	0.5181073411033965	0.6582424955055972
HOXA13	200	245	12	2	0.026807695814716877	0.08741496598639456	0.16480085294341634
CASZ1	200	83	1486	51	1.1246284307467858	0.324389077170053	0.6091620790638705
ZNF707	200	202	328	100	0.6041396918026808	0.39996377686549145	0.49353477353551967
ZSCAN5A	200	230	82	62	0.17197045682502052	0.512831389183457	0.755584973612894
ZNF512B	200	51	345	41	0.1604358530135862	0.461381074168798	0.8033027983660878
KDM3B	200	156	4	4	0.005689796662715419	0.5128205128205128	1.0
ZNF354B	200	21	287	14	0.0549557764201696	0.35772357723577236	0.6657920639709399
ZNF577	200	95	467	17	0.40453177714963073	0.10767496900710019	0.17543618668660055
PRDM2	200	65	23	18	0.013631804504422357	0.5297658862876254	0.7824797742089677
ZNF311	200	68	32	1	0.019841342208443514	0.02297794117647059	0.03064896169777924
FOXN3	200	123	112	69	0.12561320324610195	0.5885235191637631	0.6156403513690797
CDT1	200	103	742	58	0.696872435488283	0.3206369560097349	0.5601307499458091
PTBP1	200	32	416	31	0.12138232880459561	0.5216346153846154	0.9686310112215571
MLLT3	200	149	249	20	0.3382967083067384	0.10727473653001267	0.1322580251425916
LIG4	200	32	43	26	0.012546731102398104	0.7085755813953488	0.8124264551615934
ZSCAN5B	200	7	7	4	0.0004467949302452813	0.5714285714285714	0.5714012148908149
ZNF416	200	75	35	5	0.0239354426917115	0.10476190476190475	0.1422705676093148
ZNF140	200	40	42	10	0.01531868332269536	0.24404761904761904	0.24971266464771774
ZNF101	200	78	401	14	0.2852010577186104	0.10719994884583413	0.1764760268178438
SUV39H1	200	3	2	2	5.470958329534057e-05	0.8333333333333333	1.0
RPA2	200	38	10	5	0.0034649402753715694	0.3157894736842105	0.49982669293636894
SALL2	200	28	58	19	0.01480806054527218	0.5030788177339902	0.6784013481318522
MRE11	200	59	59	21	0.031740676575180087	0.3559322033898305	0.3555855228559425
RBAK	200	86	117	56	0.09174797118628614	0.5648976346650766	0.6507902408497618
NSD2	200	12	4	2	0.00043767666636272456	0.3333333333333333	0.49994528442977254
ZNF8	200	114	69	56	0.07172426370019148	0.6514111365369947	0.8113981546595719
MTF1	200	9	183	8	0.015017780614570986	0.4663023679417122	0.8887031742987245
SMC1B	200	70	1	1	0.0006382784717789732	0.5071428571428571	1.0
ZSCAN18	200	109	18	14	0.017890033737576364	0.45310907237512743	0.7775566934300425
PHF19	200	17	28	7	0.004340293608097018	0.33088235294117646	0.41161448435925696
ARID1B	200	58	8836	46	4.673000820643749	0.39915471191520585	0.7749732746138583
MKI67	200	7	1	1	6.382784717789733e-05	0.5714285714285714	1.0
FOXO3	200	10	15	8	0.0013677395823835142	0.6666666666666667	0.7999726414664173
DEK	200	78	193	29	0.13726634448800948	0.26102696957619237	0.3706873917785799
ZNF133	200	59	32	29	0.017215282210267167	0.6988877118644068	0.9061995374551824
FOXB1	200	10	4	4	0.00036473055530227043	0.7	1.0
GLI1	200	22	22	17	0.0044132397191574725	0.7727272727272727	0.7726816722603239
BRF2	200	12	6	6	0.0006565149995440868	0.75	1.0
HES1	200	68	324	53	0.20089358986049055	0.4714960058097313	0.7787581460254066
QKI	200	32	3	1	0.0008753533327254491	0.18229166666666666	0.3331387535951647
EN1	200	29	738	18	0.1951490836144798	0.32253994953742643	0.6181198773800042
HMGB2	200	5	1348	1	0.061457098568432574	0.10037091988130564	0.19004449696275916
SNAI1	200	18	348	1	0.057116804960335554	0.029214559386973177	0.052549146354601804
NFATC3	200	99	2592	87	2.3398194583751253	0.4561763468013468	0.8758537390189083
ZNF530	200	27	96	9	0.023634539983587124	0.21354166666666666	0.33274925316833065
HMGA2	200	30	121	20	0.033099297893681046	0.41597796143250687	0.6662984904776249
TOP1	200	40	122	24	0.044497127746876995	0.3983606557377049	0.5995545331726733
PRMT5	200	88	127	69	0.10190571715145437	0.6636989978525412	0.7838405922788312
ZNF398	200	36	4748	25	1.558566608917662	0.34985490966956845	0.6806172415911078
ZNF302	200	43	26	20	0.01019421902069846	0.6171735241502684	0.7691402525065765
POU3F2	200	24	359	20	0.07856296161210906	0.4445218198700093	0.8327859654258645
SOX1	200	22	31	11	0.006218655967903711	0.4274193548387097	0.4998586269484398
BPTF	200	2	2097	0	0.038241998723443055	0.0	-0.019493739135284877
ZBTB4	200	41	2228	30	0.8329351691437951	0.372586154048255	0.7261437935203611
CAMTA2	200	65	791	55	0.4688155375216559	0.4578430419138384	0.8450361622323157
OVOL2	200	18	16	1	0.002626059998176347	0.059027777777777776	0.06234610403823004
HOXA9	200	4	56	4	0.0020424911096927146	0.5357142857142857	1.0
ZNF593	200	14	2	2	0.0002553113887115893	0.5714285714285714	1.0
KAT6A	200	9	22	8	0.0018054162487462387	0.6262626262626263	0.8888665953272695
TAF2	200	40	245	28	0.08935898604905626	0.40714285714285714	0.6993283070596299
FOXP3	200	8	127	6	0.00926415610467767	0.3986220472440945	0.7497101594807518
HNRNPA2B1	200	7	1	1	6.382784717789733e-05	0.5714285714285714	1.0
ZFP30	200	13	61	9	0.007230783258867512	0.4199243379571248	0.6921364542636519
RBBP8	200	2	5	0	9.118263882556761e-05	0.0	-4.55933980759586e-05
YBX1	200	24	48	20	0.010504239992705389	0.625	0.8332603552814825
ARID3B	200	14	1	1	0.00012765569435579466	0.5357142857142857	1.0
MAPK1	200	6	137	2	0.007495212911461658	0.17396593673965935	0.3324994902601651
ZHX1	200	4	126	4	0.0045956049968086075	0.5158730158730158	1.0
HOMEZ	200	10	1895	4	0.17279110057445063	0.20105540897097626	0.3894502435629784
TET3	200	19	15	0	0.0025987052065286767	0.0	-0.00017327703349718653
EGR2	200	3	4181	3	0.11437038387890945	0.5003587658454915	1.0
ZNF410	200	4	11	4	0.00040120361083249747	0.6818181818181819	1.0
ZMYND11	200	12	0	0	0.0	0.0	0.0
SMC2	200	2	7	2	0.00012765569435579466	0.6428571428571428	1.0
SMYD3	200	12	0	0	0.0	0.0	0.0
MCM5	200	9	7	3	0.0005744506246010759	0.38095238095238093	0.42852453079425296
TOP2A	200	13	12	8	0.0014224491656788546	0.641025641025641	0.6666271495055796
NKRF	200	2	4868	2	0.08877541716057263	0.5002054231717338	1.0
DPF1	200	1	2	0	1.8236527765113522e-05	0.0	-1.82368603421235e-05
ATR	200	6	212	4	0.0115984316586122	0.34276729559748426	0.6660210613507769
NR4A2	200	3	1	0	2.7354791647670285e-05	0.0	-2.73555399527661e-05
TERF1	200	3	298	3	0.008151727911005744	0.5050335570469798	1.0
HMGN2	200	2	14	2	0.0002553113887115893	0.5714285714285714	1.0
WDHD1	200	4	5	2	0.00018236527765113522	0.45	0.499977203300962
TFAM	200	5	6	2	0.0002735479164767028	0.3666666666666667	0.39996717245404145
FOXO4	200	2	12	0	0.00021883833318136228	0.0	-0.00010943114045486878
TFCP2	200	4	575	4	0.020972006929880552	0.5034782608695653	1.0
RAG1	200	1	7119	1	0.06491292057992158	0.500070234583509	1.0
PAX6	200	3	349	2	0.00954682228503693	0.3361986628462273	0.6656025222357399
WRN	200	2	3	2	5.470958329534057e-05	0.8333333333333333	1.0
DDX11	200	3	1	1	2.7354791647670285e-05	0.6666666666666666	1.0
WDR77	150	6105	6439	4837	358.4398194583751	0.7717524976726716	0.7793462592989867
EP400	150	6627	10535	5150	636.595650588128	0.6329852942998502	0.7534390144890621
ZKSCAN8	150	812	2142	530	15.859432843986506	0.4500708329308735	0.6457911936238031
HDAC2	150	20326	17373	12327	3219.874149721893	0.6580069636127801	0.6434709863121265
TCF4	150	9327	6446	4819	548.2068204613842	0.6321337177260803	0.7241341039823848
ATF3	150	8081	19318	6329	1423.4408498221937	0.5554085280724609	0.7368404905642921
BCL11B	150	15361	8986	7265	1258.6299443785904	0.6407154186550604	0.7772851581311253
FOXA3	150	7615	0	0	0.0	0.0	0.0
GATA6	150	4957	1999	1656	90.3532688976019	0.5812436175723528	0.8202915215211724
FOXA1	150	30621	32378	24309	9040.272982584116	0.7723272629295796	0.7075168044660337
MNT	150	13260	14770	11200	1785.813805051518	0.8014696946952313	0.8204665703518985
ZBTB17	150	7856	10153	6158	727.2906720160481	0.6951898553957445	0.7618082149408937
SOX6	150	1754	11732	1594	187.6349776602535	0.522323821912488	0.8978526730882939
HMGXB4	150	3092	10427	2704	293.97541716057265	0.566920812484158	0.8613307394153561
RUNX2	150	17237	7227	6453	1135.8785356068204	0.6336353543389062	0.8729298037275129
SMAD1	150	9154	4522	3145	377.444953040941	0.5195271880816308	0.6677568558269406
ZIC5	150	927	1493	835	12.619777514361266	0.7300158741512892	0.8993854003645131
FOXJ3	150	1415	2520	688	32.5139053524209	0.37961747714397887	0.4741357596183811
ZNF777	150	5132	5874	3813	274.8734202607823	0.6960584790339929	0.7284402664114185
WT1	150	2391	1698	1224	37.01940366554208	0.6163838777039339	0.7146264074089433
MLX	150	1214	442	377	4.892750980213368	0.5817424169008625	0.8512950765612729
STAT2	150	7340	8734	6049	584.5496489468405	0.7583475802229878	0.8088950502317382
E2F5	150	4155	5162	3303	195.5695267621045	0.7174070582442929	0.7848175373304985
HDAC1	150	30694	34018	25038	9520.821482629708	0.7758757822350042	0.7328695833098527
KLF11	150	10632	9787	8133	948.8044497127747	0.7979775799011035	0.8128577275090673
TAF1	150	28052	21142	18264	5407.817853560682	0.7574747158954754	0.8170861393865776
HAND2	150	1456	5851	1099	77.67900063827847	0.4713194161418824	0.7409892179214269
BRD4	150	52214	52268	45180	24884.848655056077	0.8648381935344589	0.7426191574257817
JUND	150	14578	15759	11028	2094.7816358165405	0.7281364832727796	0.7156182086676004
POU2F1	150	12414	12788	6890	1447.5265067931066	0.5469024448417814	0.4962829205376
JUN	150	34689	30787	27128	9738.034494392268	0.8315928929866261	0.8261672290248567
FOXP1	150	20007	4524	3843	825.3092732743686	0.5207761335256798	0.8158807939579003
ZNF217	150	8527	1090	954	84.74906537795204	0.4935546343347575	0.864710396861125
NFIC	150	13659	0	0	0.0	0.0	0.0
TCF7	150	10576	13189	8875	1271.8780341023069	0.7560366938925518	0.8171778050379543
GATA3	150	17684	16278	11877	2624.7848272088995	0.7006295786295562	0.677658343159305
EBF1	150	14675	17301	11552	2315.0558493662807	0.727448083029735	0.7473289553788253
PAX5	150	18137	8785	8269	1452.8453086532325	0.698591178649794	0.9296250526998604
OLIG2	150	10777	9121	6668	896.298139874168	0.6748926267009709	0.7017521070408174
BCOR	150	30271	33710	24831	9304.599343485	0.7784481974219221	0.7405372486617249
MYBBP1A	150	3244	3691	3042	109.17848089723716	0.8809490442476635	0.9355625196621032
MYOD1	150	11281	12502	9632	1285.9949120087535	0.8121308728179947	0.835017592739274
IRF2	150	6901	4637	3983	291.78386979119176	0.7180616324338389	0.8494896501342566
TBX21	150	3612	14801	3391	487.4734384973101	0.5839606011925057	0.9292692842739946
MITF	150	22447	19359	15947	3962.3550013677395	0.7670901186888854	0.7783932798149792
RAD21	150	35003	35644	29271	11376.373958238351	0.8287233687518898	0.7573923593716553
RBPJ	150	16210	16734	13201	2473.4033008115257	0.8016233982876975	0.7809501097038275
DDIT3	150	6832	8894	4591	554.0604358530136	0.5940877339353057	0.6430357480982704
CTCF	150	53551	50370	44140	24595.27555393453	0.8502881259397902	0.7582903354394148
ZNF280B	150	6961	8604	5210	546.1151089632534	0.6769939961040828	0.7270410880721181
POU2AF1	150	8275	4838	4577	365.04467949302455	0.749581935058431	0.9416493165484118
EP300	150	36572	45141	30016	15053.311315765479	0.7428379617308716	0.6953345951417944
ZFX	150	21592	21877	17649	4307.1777514361265	0.8120618693065915	0.7718807897878378
SMAD3	150	18158	22637	16069	3747.995313212364	0.7974049181748407	0.8550312754640962
YY1	150	24633	25875	20492	5811.788775417161	0.8119267649088622	0.7799822790049059
NPM1	150	16058	9882	7203	1446.9331266526854	0.5887312484351088	0.6823973016189161
E2F6	150	9950	16962	7048	1538.9067201604814	0.5619293733139226	0.6549794535086443
THRA	150	8340	2093	1986	159.16494939363545	0.5935033530748263	0.9446695311647963
ATF7	150	9400	4992	3529	427.8727090361995	0.5411783108292417	0.6794567927812855
MED1	150	27884	38610	24494	9816.734202607824	0.7564100687827556	0.8123678459144986
NFE2	150	9444	17290	9358	1488.891766207714	0.766065699386772	0.9891893362764465
ASCL1	150	26555	28229	21654	6835.242956141151	0.7912615746225764	0.7514675262428613
GABPA	150	17157	13259	11897	2074.2651864684963	0.795348458282658	0.8782268848831153
ESRRA	150	7224	2990	2549	196.95231147989423	0.6026799834812979	0.8421079590539811
ERG	150	27144	38977	24626	9647.047396735661	0.7695219936359273	0.8560892255300373
ZBTB40	150	6475	7459	5103	440.38501869244095	0.7361240366254443	0.7726449816185754
ZEB1	150	8937	10134	6285	825.8188930427647	0.6617227937182539	0.673043917398751
STAT3	150	21995	17287	15833	3467.015273092003	0.8178679865043451	0.8947900429174128
ZNF382	150	4690	5	5	0.21382328804595604	0.5005330490405118	1.0
BANP	150	4884	4389	3196	195.4579739217653	0.6912828754934018	0.7155149530918894
TEAD4	150	10690	12618	7720	1229.929971733382	0.6669973152226889	0.6860488356718648
RBBP5	150	11914	15393	10219	1672.2184918391538	0.7608017951602981	0.8345014489276703
ZBTB48	150	9229	8165	6153	687.10481444333	0.7101425742240522	0.7309403314603663
EBF3	150	4250	4361	3012	169.00018236527765	0.6996865802500776	0.6966429661059079
CHD2	150	11539	8814	7566	927.3707121364092	0.7570482404036485	0.8417574917689493
CDK9	150	27383	30582	23539	7635.879511261056	0.8146610320399712	0.8053387073729513
MYC	150	40971	42662	35355	15937.857226224127	0.8458254453036282	0.7756574134238076
SMARCA4	150	41715	39655	32082	15083.508024072216	0.7890518686635192	0.6917973069189643
NR2C2	150	10630	6568	5828	636.6174888301267	0.7177960819183178	0.8752398789647362
POLR2C	150	17395	21265	16629	3372.888438041397	0.8689767708396765	0.9453719936105682
AHR	150	10998	5875	4619	589.1606638096107	0.6030991089288962	0.7623839999447989
HSF1	150	12838	5614	4123	657.1763654600164	0.5277849541903149	0.6992025317159843
MCM7	150	5058	5496	3617	253.47650223397466	0.6866098886108909	0.7000743152427027
ELF1	150	17793	20453	14484	3318.320680222486	0.7610940803183546	0.7713938991740743
NEUROD1	150	17938	13013	10319	2128.45075225677	0.6841177403691877	0.7524931957509801
MYCN	150	31406	29804	25745	8534.917698550196	0.8417790228516515	0.8091596081828448
CBFB	150	12553	14218	8601	1627.4145527491567	0.64505613094557	0.6382802533483984
RUNX1	150	34187	36617	29802	11414.474140603628	0.842809565694226	0.8074434067141187
NFE2L2	150	6466	1441	667	84.95947843530591	0.28301398464353017	0.429220596515136
TFAP2A	150	25082	24376	19790	5574.895887662989	0.8004380845791343	0.756078155165859
MEIS2	150	5157	6070	1787	285.4289231330355	0.3204589881030534	0.30823138022090907
KMT2A	150	33735	36477	28421	11220.494164311116	0.8108133214845006	0.7639743888326206
MAX	150	40540	37195	32473	13749.296070028267	0.8370293997162781	0.7985984974431223
GABPB1	150	10303	16977	8486	1594.9122914197137	0.661748170448373	0.7913433969883346
MAZ	150	24249	20581	17431	4550.639819458375	0.7828899894334982	0.8034978650184285
FOXL2	150	7080	6424	4640	414.716148445336	0.688829319430666	0.703126022323199
MEF2C	150	7160	5911	4126	385.910093918118	0.637138811362964	0.6769283341371303
GATA1	150	30054	21038	17900	5765.25988875718	0.7232179655603973	0.7945358870023589
MXI1	150	3844	21214	3613	743.5635634175253	0.5551092028147434	0.925494360318309
NRF1	150	15499	15582	12892	2202.1101303911737	0.8295802539717763	0.8039391146678201
TFEB	150	7237	12409	4624	818.8559587854472	0.5057857766652603	0.5928729577864814
RBBP4	150	9684	15	15	1.324519011580195	0.5007744733581165	1.0
GMEB1	150	11072	8162	7278	824.01444332999	0.7745135137384156	0.8795309702951827
TET1	150	15900	795	446	115.25941460745874	0.29452830188679247	0.48656883596488937
FOXK1	150	8944	8226	7384	670.8611653141242	0.8616115097337427	0.888552676737805
RREB1	150	4622	3549	3279	149.57124099571442	0.8166776887194289	0.9205748909181186
ZNF281	150	1190	8528	1080	92.53505972462843	0.5171023381209895	0.8997690076801913
HOXB13	150	12955	16920	9611	1998.7106774870065	0.6549508641934757	0.69478717642763
KMT2D	150	11098	12902	7441	1305.6113431202698	0.6236067286727435	0.6265466855800559
SNAI2	150	13440	8966	7871	1098.7785173702928	0.7317559208464782	0.8608149011162727
TFAP2C	150	13554	23763	12515	2936.844187106775	0.7250013771264961	0.9021395166172222
ZFY	150	14479	10006	8297	1321.0255676119266	0.7011196452237091	0.8032233700508336
ZNF792	150	3118	1912	1394	54.35958785447251	0.5880804801919479	0.7211516305237335
SIN3A	150	18256	22883	15136	3809.1734111425185	0.7452745079061827	0.7840356163473031
USF1	150	10295	13910	9054	1305.766845992523	0.7651773403503896	0.8619459548174305
CEBPB	150	17429	13954	11546	2217.600674751527	0.7449460569906285	0.7948263404075151
IKZF2	150	16401	6140	4745	918.2286860581745	0.5310564651356963	0.732849273526125
BMAL1	150	13695	12863	10156	1606.2622868605818	0.7655679732350561	0.7595218020545814
PHF21A	150	9202	108	93	9.06187653870703	0.4356088048491874	0.8483900899346614
KDM5A	150	15985	12293	9847	1791.7717242637002	0.7085199938189428	0.7670748663133412
ATF2	150	6612	11949	4880	720.4047414972189	0.5732272016931002	0.7060218966161382
FOSL2	150	11092	16065	9701	1624.8106136591593	0.739226811853082	0.8530714932135064
RXRA	150	17246	9831	8337	1545.9599343485002	0.66572409036856	0.8196749818755984
GLYR1	150	4431	8490	3277	343.0217014680405	0.5627728427964558	0.7177088732554145
ZFP37	150	3004	0	0	0.0	0.0	0.0
THAP11	150	9901	9892	8468	893.0490744962159	0.8556562169276892	0.8417593326390674
STAT5A	150	8081	14992	7086	1104.6808790006382	0.6747618777038303	0.8573746437422912
SMC1A	150	31928	24783	21660	7215.023470411234	0.7761938016874974	0.8222333690655776
HNF4A	150	11218	13809	8542	1412.5044405945107	0.6900184444630273	0.7270918146066401
SIX5	150	4366	3954	3444	157.4100847998541	0.8299197064918111	0.8656689262229381
HNRNPK	150	5567	4147	3319	210.5074222668004	0.6982647191203771	0.7896604696567731
XRCC5	150	2795	9430	2738	240.32871341296618	0.6349781935246435	0.9776879317901794
ONECUT2	150	4063	3316	1400	122.84953040941005	0.3833841958989106	0.39996563950033326
CHD7	150	8358	1786	287	136.1118628613112	0.09751632368636763	0.09145355599705438
ZNF629	150	5158	6593	3905	310.0820096653597	0.6746856221895607	0.7415385321083973
FLI1	150	22744	23682	18170	4911.310367466034	0.7830707015986205	0.7435047604005179
PML	150	7970	11725	6338	852.0858028631349	0.6678932457269131	0.7707193491238682
BHLHE40	150	14135	13280	9385	1711.6148445336007	0.6853282647746983	0.663306507550062
GTF2B	150	8988	5588	4497	457.9642928786359	0.6525469894003266	0.7873309149709219
HMBOX1	150	1834	133	112	2.2241451627610105	0.4515869827239855	0.8394198988327304
NR5A1	150	7798	3110	271	221.13412966171242	0.06094538215339245	0.017261400347551706
E2F1	150	24736	22606	18543	5098.7691802680765	0.7849525564856505	0.7679244626499868
E2F4	150	11954	10606	8930	1156.0510987507978	0.7945032613073857	0.822644543635739
SMARCB1	150	7490	5726	3540	391.06173064648493	0.5454313983436758	0.5902483047353239
RUNX3	150	4782	14647	4361	638.6610194219021	0.6048508369712244	0.8983911280314169
ESR1	150	43805	41627	35884	16626.887343849732	0.8406062760310765	0.7702810351701689
IKZF1	150	15779	16849	9685	2424.1850186924407	0.59430102126804	0.5436851795753339
RBL2	150	2689	2629	2213	64.460481444333	0.8323737255072261	0.8377876429705834
ELF2	150	2037	1577	1383	29.29104586486733	0.7779606138685429	0.8746534356594143
CREBBP	150	20929	10856	9098	2071.7171879274188	0.6363848614677979	0.7998698314239254
FUS	150	1155	4145	1021	43.65346038114343	0.5651517762494843	0.8794255479969767
FOXM1	150	6445	5753	3635	338.0877632898696	0.5979236791759877	0.6088579265161265
KDM5B	150	29343	27501	22488	7358.091027628339	0.792049762382631	0.7511282999453598
SRF	150	11605	11490	8017	1215.8425275827483	0.6942800419524462	0.661967415885549
ZNF76	150	2580	5855	2095	137.73958238351418	0.5849146691028009	0.801413478881448
VDR	150	4755	4191	2149	181.71063189568707	0.4823553852441803	0.4906828087179185
NKX3-1	150	1743	1016	550	16.14742409045318	0.42844324429325853	0.5339312902443756
ARID2	150	12288	17928	9130	2008.7468222850368	0.6261302806712963	0.6927792374210194
SP1	150	20291	23655	15998	4376.6171696908905	0.7323667940699766	0.7302440160089692
PPARG	150	5488	5779	3595	289.1871250113978	0.6385727711473683	0.6358784119530076
TEAD1	150	4295	10444	3663	409.017780614571	0.6017899221035389	0.8373641554901526
EZH2	150	22204	24753	15528	5011.540184188931	0.663325677146158	0.6116902367943645
RUNX1T1	150	12454	8994	7367	1021.348372389897	0.7053192394665695	0.7959273682088989
E4F1	150	4015	7728	3592	282.92076228686057	0.6797241967879252	0.886658355019494
KMT2B	150	18204	18362	14180	3047.887735935078	0.7755983566512203	0.7344965562480764
BATF	150	7594	8276	6249	573.0641378681499	0.7889807023758804	0.8084300972959463
HOXA13	150	714	28	7	0.18229233154007476	0.12990196078431374	0.2450851719960351
MYB	150	15722	13942	12172	1998.6881006656333	0.8236236148044297	0.851799901491424
ZNF366	150	4664	5719	3007	243.21524573721163	0.5852583898515286	0.625179670102187
ATRX	150	3083	2576	1356	72.41550104860035	0.48311442432252205	0.5126986924104281
EHF	150	2943	81	66	2.1736390991155283	0.418620455317703	0.8097083281713227
PBRM1	150	10300	18162	8500	1705.7408589404577	0.6466264247447193	0.7905578630506496
TCF7L2	150	14345	7276	6490	951.7116804960335	0.6721980293601236	0.8757172411675171
ZNF274	150	7679	2821	1970	197.52401750706665	0.47743887247518857	0.6756211965808259
ERF	150	9301	155	144	13.145390717607368	0.47225723213945087	0.9224558154603063
ZNF12	150	1846	3586	1158	60.360682046138415	0.4751123757431543	0.6147038245168295
PHF20	150	7919	9423	6999	680.411571076867	0.8132903994234204	0.8729033969766856
ARID4B	150	15337	6835	5614	955.8529679948938	0.5937017732647724	0.7923168117155299
EGR1	150	22553	28568	20122	5874.84365824747	0.7982819923492579	0.8542404837689299
ZBTB26	150	17774	1510	1356	244.72271359533144	0.4871522284578188	0.8782875487810292
HMGB1	150	6725	5975	5009	366.38893954591043	0.7915795367936415	0.8277648441677128
RFX5	150	6013	4318	3371	236.747825294064	0.6706520810592027	0.7679633701957577
PRDM4	150	1218	62	31	0.6885748153551564	0.2627257799671593	0.4943846125474864
AR	150	31863	34710	27487	10084.47825294064	0.8272831860560328	0.7990680886965679
RB1	150	8121	2420	1876	179.19959879638915	0.5031063226549676	0.7572296043378969
ZNF697	150	2515	2163	1360	49.60285401659524	0.5847559120542579	0.6200430186412745
DNMT3B	150	844	532	154	4.094173429379047	0.23596906959341482	0.28396319764916855
MGA	150	5610	10088	3994	516.036108324975	0.5539294493660776	0.682761787408623
MEN1	150	639	14913	507	86.89164767028358	0.41371220685610344	0.7609164950267402
SKI	150	3762	12520	2410	429.47241725175525	0.41655435301391247	0.5943019325634381
MEF2B	150	6641	3384	2643	204.9160572626972	0.589505300192977	0.7669139873790268
UBTF	150	6876	14926	4351	935.8181453451263	0.46214272162291115	0.5749288385806998
STAT5B	150	1946	2710	1291	48.08662350688429	0.5698979456392714	0.6548841437588256
SREBF1	150	1336	5041	1033	61.409464757910094	0.4890616258061144	0.7622765965836633
FOS	150	14873	14038	9760	1903.776547825294	0.675739209919092	0.6474434464750777
