tf	score	n_a	n_b	n_shared	expected	replication_raw	replication
ZNF143	50	16537	21260	14546	3205.768396097383	0.7818994932029326	0.8506514582330751
HIF1A	50	13272	28420	11676	3439.3201422449165	0.6452921369333416	0.8376841285296982
ZBTB9	50	7886	8292	5288	596.249767484271	0.6541392606338343	0.6436091886369861
CHD7	50	10802	3266	882	321.686258776329	0.17585332964921216	0.19030368040560852
KDM3A	50	4557	6062	4286	251.88779064466127	0.8237792174159391	0.9370515826716209
GATAD2A	50	9679	11267	7933	994.3767028357801	0.7618505293554043	0.7989550104527713
GTF3C1	50	12055	11916	9282	1309.8147168779064	0.7744618175423736	0.7516543479405782
ZNF770	50	10898	3851	2274	382.6771040393909	0.39957905745679145	0.545313384219025
ZNF414	50	8796	8428	5952	675.9614115072491	0.6914442924287326	0.6806001451443477
CEBPB	50	22968	18652	15557	3906.256369107322	0.7556998667709731	0.7901089238038899
CHD6	50	20602	10616	8695	1994.2630801495395	0.6205465625954913	0.7771910674313037
PATZ1	50	10612	21139	9038	2045.4734020242545	0.6396141592685551	0.816261587237477
ZNF639	50	10905	9820	6336	976.4484362177442	0.6131158654964044	0.6060406302974113
TP63	50	8461	15132	4515	1167.4282119084526	0.41599958657162905	0.45897564120191936
XRCC4	50	955	974	784	8.481535515637823	0.8129352698969006	0.8193379142443289
FOXC1	50	13001	16036	9326	1901.0124555484635	0.6494479558137487	0.6689185474053083
ETV1	50	8278	8460	6015	638.5691620315492	0.7188088481988488	0.7037737433588969
GTF2I	50	5252	3330	2029	159.4707759642564	0.4978191634132228	0.5896584109248593
ZZZ3	50	6219	1480	1252	83.92559496671834	0.5236322429520693	0.8366849222520023
NFKB1	50	3477	10740	3144	340.50314580103947	0.59848260636939	0.8938305965286721
MTOR	50	10242	10495	7449	980.1202699006109	0.7185329555486153	0.6984413443716756
BANP	50	6735	6654	4600	408.63216923497765	0.687156376625611	0.6711162487689062
ZBTB48	50	15367	13467	10644	1887.0009027081244	0.7415147818076603	0.7562175975764805
ZHX2	50	15313	12720	9371	1776.0678398832863	0.6743387637297531	0.6939856761717825
IRF1	50	12281	17621	9560	1973.224227227136	0.6604863569189668	0.7360245255637694
MAF	50	1149	2320	676	24.306373666453908	0.4398584976441283	0.5794410238262306
ZNF311	50	203	160	4	0.2961612109054436	0.022352216748768472	0.023191920852859767
RFX1	50	3318	5710	3032	172.75262150086624	0.722400872384246	0.909069155591674
WT1	50	4799	3489	2410	152.67357527126836	0.5964651444354241	0.6765903983487674
E2F5	50	8241	9250	6532	695.07841706939	0.7493922083714585	0.7735200424205475
ASXL1	50	14419	15984	10204	2101.5163308106135	0.6730328792625069	0.6578034837956973
DNMT1	50	4908	3251	2269	145.4901796297985	0.5801227670653403	0.6837878297602878
IRF3	50	2271	15203	1959	314.81729734658524	0.49573586732994623	0.8405056953132264
SKI	50	6753	16430	4603	1011.6876994620225	0.48089061474357464	0.6255211548414569
ZNF592	50	4329	5205	2984	205.45677942919667	0.6312997990231419	0.6738242021351197
ASCL2	50	4277	6241	2505	243.39160207896415	0.4935344445686146	0.560691116938048
ESRRG	50	4177	1205	874	45.89482082611471	0.4672761427179267	0.71443488826794
ELK4	50	3426	2010	1285	62.79073584389532	0.5071882269911389	0.6276722726490285
XRCC5	50	6875	16364	6599	1025.827482447342	0.6815589031354858	0.9528138383383705
CREM	50	7418	17004	6462	1150.1383422996262	0.6255762604570736	0.8474758933414704
FLI1	50	25958	27060	20831	6404.882647943831	0.7861482349650384	0.7377911712138906
SNAPC4	50	3784	2714	1895	93.64252758274824	0.5995121023087553	0.6874472248076591
ZBTB40	50	9693	10480	6809	926.2573174067658	0.6760897186763407	0.6710294684790609
TP73	50	2699	1219	726	29.99982675298623	0.4322793268615575	0.5853659140741104
ELL2	50	5248	4450	3132	212.9442874076776	0.650309502603453	0.6889349375126297
ZEB2	50	8331	9531	6542	724.0153278015865	0.7358258234874225	0.764821400713697
PHF20	50	10662	12495	9125	1214.7505243001733	0.7930676491192987	0.837307143846104
HBP1	50	4009	5481	2865	200.35861220023708	0.618678444217533	0.6996304236821613
HMGA1	50	354	410	306	1.3234248199142884	0.8053741215378256	0.8638979638058185
NFYA	50	8924	12692	8500	1032.7656423816904	0.8111004394287694	0.9462694959007694
CARM1	50	2364	1090	817	23.49557764201696	0.5475709806113104	0.74402356495024
ZNF574	50	1536	16765	1195	234.80477797027447	0.42463712145218213	0.7379332522693433
SMAD2	50	12488	15138	7410	1723.7470958329534	0.5414331329221514	0.528253372973594
HOXA13	50	3115	193	98	5.481854654873712	0.269616347441346	0.49338236134346924
KLF16	50	7768	13746	5480	973.6384426005288	0.5520598596007631	0.6632501846316627
MBD5	50	6857	2756	2287	172.31596608005836	0.5816768081858019	0.8184762556710785
TBX3	50	3639	208	193	6.9017233518738035	0.49046058194347564	0.925409604448046
MBD2	50	5987	9616	4772	524.9474970365642	0.6466582684557529	0.7775561477410182
ESRRA	50	11764	6324	5370	678.3581289322512	0.6528117493501223	0.8310200997890127
SPDEF	50	3507	2651	1913	84.77301905717151	0.6335474763680593	0.7124182679550584
ZNF263	50	13363	11257	7467	1371.6357344761557	0.6110511556044708	0.6166049223681127
HMGB1	50	9837	9711	7860	871.0413695632352	0.8042077522561214	0.790609879821514
ZNF558	50	3337	11110	2864	338.05115346038116	0.5580208485337596	0.8422780700158398
NCOR2	50	3913	792	636	28.25837512537613	0.48278272115481413	0.7957424410046932
ZKSCAN1	50	2074	2268	1132	42.890781435214734	0.5224616865568328	0.5362140098671639
MTF2	50	11883	4307	3121	466.67348408862955	0.49363921483438056	0.6911720930274744
ZBTB10	50	4605	6380	2934	267.8936810431294	0.5485040793195348	0.6147200743739442
POU2F3	50	9548	3968	3201	345.45877632898697	0.5709785426267282	0.788270180339663
ZNF316	50	5708	0	0	0.0	0.0	0.0
ZNF548	50	6892	0	0	0.0	0.0	0.0
RFX3	50	1965	1289	1219	23.09551381416978	0.7830252853959023	0.9447035690576387
BATF	50	12026	12693	10171	1391.8666727455093	0.8235293402805961	0.8255617131256222
ELK1	50	7076	4836	4182	312.0227591866509	0.727888069551849	0.8554369385195183
INO80	50	5675	475	367	24.57942007841707	0.41865059123579873	0.7602240998428568
ZBTB49	50	3156	41	16	1.1798668733473148	0.19765680546539308	0.37217688548442274
HIC1	50	3919	6822	3327	243.78059633445793	0.6683139758652735	0.8389211813015683
IRF5	50	5491	4314	3091	215.99502142792014	0.6397127739774287	0.7015620999986814
XRCC6	50	4683	11705	3710	499.8132123643658	0.554592884749596	0.7674022104688405
JARID2	50	12522	7132	3618	814.323917206164	0.39811128151973557	0.44378281603098263
MCM3	50	6251	483	284	27.530163216923498	0.3167122245947894	0.5630885210631932
CBX4	50	1380	18	1	0.22649767484270994	0.028140096618357487	0.04351997209140067
ONECUT2	50	5492	7572	2601	379.18686970000914	0.4085501689245732	0.43455785957301896
ZNF175	50	3030	0	0	0.0	0.0	0.0
ZNF24	50	5444	7023	3937	348.6205160937358	0.6418840640435859	0.7042418519052697
ZNF768	50	5844	20032	3711	1067.4478708853835	0.4101319305948265	0.5534435839193127
MAF1	50	2899	45	17	1.1895231147989422	0.1918209344218313	0.3608834691900319
ZNF280D	50	2753	7775	1766	195.17256314397738	0.4343101416402802	0.6141256498471295
HES2	50	356	258	225	0.8374943010850734	0.7520577475829632	0.8716764720023521
SP2	50	10109	14445	7228	1331.489969909729	0.6076935922501501	0.6717747983057137
TOP2B	50	10109	6826	4569	629.1969909729188	0.560662982398971	0.6357799341511815
STAT4	50	680	7	4	0.043402936080970185	0.2886554621848739	0.568754669497857
SIX2	50	4617	1678	1164	70.64216285219294	0.47289735839178576	0.6802205531830593
NKX3-1	50	4628	3354	2080	141.5365368833774	0.5347966205034405	0.603419614066518
MRE11	50	774	436	280	3.077085802863135	0.5019794704027689	0.6396587131699769
CHD4	50	3010	5227	1883	143.46010759551382	0.4929131388452623	0.6068430783097668
ZNF512	50	334	1437	263	4.376383696544178	0.48522266531654856	0.7846028121521594
ZNF207	50	1695	4786	1202	73.96981854654874	0.48014686394806877	0.6958724114822061
ZNF800	50	5291	7236	3788	349.0988966900702	0.619713179414672	0.6958660303838663
SMARCA5	50	8175	631	541	47.03588036837786	0.4617733125905678	0.8458809420401137
ETV5	50	9354	13792	7459	1176.3505790097565	0.6691168185800385	0.7682708193462111
DLX5	50	3736	6121	895	208.51696908908545	0.19288948304132192	0.19460987477341357
BATF3	50	5675	1954	1901	101.1119722804778	0.6539270625262086	0.9713960049354786
BAP1	50	5018	14945	4694	683.8151727911006	0.6247587107290302	0.9252454583925422
ASH1L	50	1452	4210	1221	55.73921765295888	0.565466421939106	0.8345581263038119
CPSF4	50	6742	10375	5538	637.8066016230509	0.677600554695793	0.8027585429517792
SIRT6	50	3386	566	143	17.47493389258685	0.1474414498277046	0.22884107557417002
SMARCE1	50	3393	10782	1075	333.5764201695997	0.20826598707837551	0.24234093791991407
KDM6B	50	514	11603	476	54.38079693626334	0.4835469560233819	0.9173228626073519
OTX2	50	8718	10761	6619	855.4244369472052	0.6871626517285758	0.7330391316220275
AGO1	50	9940	3505	3130	317.6775781891128	0.6039496608753807	0.8823463865990242
MEN1	50	2779	21805	2229	552.5311844624783	0.4521556710873861	0.752972062235142
TFEB	50	10055	15226	6439	1395.982766481262	0.5316364846882146	0.5824006463455695
PRDM15	50	4871	118	108	5.24097747788821	0.46871313794195324	0.9113153007508643
ZNF34	50	1857	816	551	13.817014680404851	0.4859801149862207	0.6696514325912533
EOMES	50	5053	847	258	39.02517552657974	0.17783163169342397	0.2710168904286495
MAFG	50	1746	1742	1154	27.73349138324063	0.6616981179221524	0.6569961572226848
ZNF510	50	3253	106	34	3.1441415154554573	0.16560330377184485	0.2999912590217799
THRB	50	776	2864	169	20.26501322148263	0.13839594252145365	0.1968083910108915
HNRNPK	50	8258	7068	5597	532.2106683687426	0.7348229522900603	0.7749315460826128
MLXIP	50	3207	11856	2318	346.6963800492386	0.4591533544410064	0.6891938345988236
ZNF561	50	1770	6203	1405	100.11224582839428	0.510144307793477	0.7814224344790957
EHMT2	50	3707	18092	2777	611.5350050150452	0.4513082684842946	0.6995604855791561
ZBTB1	50	291	723	179	1.9184188930427646	0.43134990232564774	0.6125661151736916
TBL1XR1	50	4940	5272	2650	237.47314671286588	0.5195463928292776	0.5130277675290132
NFIB	50	6610	7948	4620	479.0396644478891	0.6401096537478481	0.6754178968569702
ZNF707	50	2222	2599	1078	52.65777331995988	0.4499617141398634	0.47265120923277426
RAD51	50	3328	3664	2479	111.18621318500958	0.7107373981776957	0.7360742472940573
XRN2	50	6007	1354	978	74.16319868697	0.442557169270022	0.7062125424005247
PROX1	50	4365	8493	1914	338.0317771496307	0.33192501769195004	0.3913535284206607
ZNF444	50	3078	4250	2284	119.28056897966627	0.6397260253029087	0.7316406578888813
ZNF644	50	4743	3081	2078	133.24685875809246	0.5562878395487143	0.6597408426210922
BRCA2	50	2119	162	44	3.13009938907632	0.14618472491683124	0.25725389424781653
PPARA	50	2884	3283	2518	86.33329078143521	0.8200371729622149	0.8691766968545621
ZNF449	50	3477	0	0	0.0	0.0	0.0
RELB	50	2614	9680	2002	230.72417251755266	0.48634711692286287	0.7432105873173392
HSF2	50	1173	263	201	2.812975289504878	0.4678070269271537	0.7617098697793014
HNF4G	50	5699	4760	2493	247.35333272544906	0.480592330808442	0.49763405665235194
ZSCAN5A	50	1475	555	413	7.464438770858028	0.5120720720720721	0.7406561143147862
ELF4	50	6201	6457	4298	365.0939819458375	0.6793741046577664	0.6739152422755245
CDC45	50	3045	8601	2157	238.80774140603629	0.4795795883512227	0.6835569632549231
MYRF	50	2359	0	0	0.0	0.0	0.0
ZBTB44	50	3003	0	0	0.0	0.0	0.0
PTF1A	50	715	1	1	0.006519558676028084	0.5006993006993007	1.0
MECP2	50	6134	6784	4244	379.4388255676119	0.6587354699448174	0.6715648782400122
ZNF8	50	432	169	128	0.665706209537704	0.5268463730002191	0.7564370332581452
HIC2	50	4883	3071	1825	136.73468587580925	0.484007307965027	0.5753621889601003
MBD1	50	1415	4004	1153	51.66098294884654	0.5514015136806656	0.807824762056106
ZNF778	50	773	319	224	2.248445336008024	0.4959872174932174	0.7000803986557371
MAFF	50	1867	3733	1256	63.549840430382055	0.5045978118120482	0.6612049427826654
GFI1B	50	3672	6298	2807	210.8713048235616	0.6050652989398716	0.7500815265247152
NKX2-5	50	1757	212	173	3.3964074040302727	0.45725051277370304	0.8130425295429284
NFATC2	50	906	751	507	6.204121455274915	0.6173512579254151	0.6723934610422959
IRF8	50	1866	1403	297	23.871596608005834	0.18542661224340123	0.1980442159846968
RBL2	50	3860	3619	2986	127.37612838515547	0.7993324666734434	0.8187089952196818
NCOA2	50	990	955	586	8.62086258776329	0.6027658786821091	0.610092841850902
NR1H2	50	2797	5871	1904	149.7327163308106	0.5025176316425847	0.6626710096449815
HDAC4	50	613	1196	569	6.685036928968724	0.7019871840337831	0.9274304566439583
ZNF524	50	1083	2329	601	22.999060818820098	0.4064953235272313	0.5452834217558985
PDX1	50	1792	3583	1273	58.545965168231966	0.532834164183047	0.7005977720947363
ZNF121	50	1711	8862	1384	138.25915929607004	0.4825280576608062	0.7920827185656089
ZHX3	50	1272	3444	310	39.944998632260415	0.16686115311287883	0.21919070258060214
NCOR1	50	7443	12151	5292	824.654809884198	0.5732616689407184	0.6749942866062016
ZBTB3	50	269	1932	132	4.738834685875809	0.27951465053453095	0.4815734660174162
MYNN	50	1939	5139	1512	90.85913194127838	0.5370020295004647	0.7689570057240719
AEBP2	50	295	245	135	0.6590225221117899	0.5043237634036666	0.54980944606414
DMC1	50	4925	207	100	9.295842071669554	0.25169817798376615	0.4587873056327501
NFRKB	50	3170	3710	2012	107.2371660435853	0.5885091873783024	0.6219099999642743
ARHGAP35	50	2262	5861	1600	120.88613112063463	0.4901647977738324	0.6908151361671936
FUS	50	3005	7772	2695	212.9557764201696	0.6217980968415139	0.8889702400191455
PBX2	50	1465	3089	1388	41.26365460016413	0.6983883139224618	0.9459169527779557
LMNB1	50	495	9225	122	41.637412236710134	0.12984478935698449	0.17725897533752577
ZNF76	50	3358	8339	2711	255.3329260508799	0.5662123609429804	0.7914697308543359
E2F7	50	871	6051	721	48.05708945016869	0.47346900750433407	0.8177273318998753
ZSCAN30	50	3353	5991	2215	183.166070940093	0.5151618470553031	0.6409906558298775
PARP1	50	733	10	7	0.06683687425914106	0.354774897680764	0.6979814020947888
DUX4	50	964	83	67	0.7295705297711316	0.43836549517572365	0.8055194302128943
TBX5	50	754	274	199	1.8837968450806966	0.4951015508528722	0.7243824545159426
TSHZ1	50	1085	0	0	0.0	0.0	0.0
ZNF10	50	2251	1046	735	21.469371751618493	0.5145992051121533	0.696446361460457
HDAC6	50	1482	1504	341	20.32395367921948	0.22841159517041376	0.21938927379152298
SOX17	50	4720	4122	2328	177.40348317680315	0.5289973601756593	0.545200632726612
CCNT1	50	1274	1953	842	22.687352967994894	0.5460210552376451	0.6547625399418259
RARB	50	197	126	71	0.22633354609282394	0.461949077431311	0.5627065541565007
PPP1R10	50	1082	1920	317	18.94264612017872	0.22904006854590264	0.28037749119744737
PRKDC	50	801	951	693	6.945846630801495	0.7969375819657605	0.8639891252482562
ESR2	50	1565	4744	1246	67.69727363909911	0.5294068444956872	0.7869502309828091
MYOG	50	874	0	0	0.0	0.0	0.0
BCLAF1	50	2536	10586	2132	244.78978754445154	0.5210460396178275	0.8236739702870725
HNF1A	50	2083	9726	1737	184.72926050879911	0.506243441887161	0.8177288450999675
STAT6	50	3154	39	32	1.121601167137777	0.41532933352844575	0.8151981019343669
HOXB7	50	16	16	11	0.002334275553934531	0.6875	0.6874544020281977
ZNF239	50	978	0	0	0.0	0.0	0.0
TBXT	50	823	15	9	0.11256496763016322	0.30546780072904006	0.5969755712146407
KHSRP	50	813	757	587	5.611753442144615	0.7487232732300904	0.7737521171261622
FOXN3	50	163	295	96	0.43845171879274186	0.45719039201414163	0.5878484136722173
BACH2	50	1272	746	469	8.6524300173247	0.49869850945082367	0.6243291342148067
PRDM1	50	3616	4764	2690	157.0769034375855	0.6542837412600402	0.7322866180747737
ZC3H8	50	613	3339	457	18.663326342664355	0.44119059588910925	0.7375225071674751
ASXL3	50	674	4378	580	26.90591775325978	0.4965073546854857	0.8547351883150782
PRDM2	50	730	220	151	1.4643931795386158	0.44660647571606477	0.6842619790710484
CAMTA2	50	1335	6994	1092	85.13713868879366	0.48705567854308507	0.8055786698509678
ZSCAN18	50	525	32	24	0.1531868332269536	0.39785714285714285	0.7487974712538367
PHC1	50	282	238	206	0.6119813987416796	0.7980213361940521	0.8651995994214412
NR2C1	50	6462	5096	4554	300.2676392814808	0.7991887241290345	0.8869828507446577
ZNF184	50	1623	1143	413	16.91519102762834	0.3078984350616062	0.35173621543995937
MLLT3	50	632	962	122	5.54375854837239	0.15992855075133555	0.1858968492065377
ZNF507	50	854	0	0	0.0	0.0	0.0
ZNF624	50	261	246	100	0.5854472508434394	0.39482291374637885	0.4050882542844567
GLI2	50	86	6378	27	5.001440685693444	0.159093395173817	0.2715919826295109
KDM3B	50	773	15	12	0.10572626971824564	0.40776196636481243	0.7985803098340634
PHOX2B	50	1115	1869	688	19.001869244095925	0.4925758241019994	0.6104007953868494
ZBED1	50	1555	3526	969	49.99480258958694	0.4489833902676124	0.6106325738885814
ERCC6	50	261	212	43	0.5045317771496307	0.1837905732668257	0.20092850489861738
CREB5	50	561	611	366	3.1254764292878634	0.625712210192811	0.6504590337771838
ZNF512B	50	157	3777	132	5.407030181453451	0.4378563514668906	0.8350847006300857
ZNF354C	50	136	81	49	0.10044679493024528	0.4826161946259986	0.6044477536373508
MSX2	50	801	1391	451	10.1594875535698	0.44363668347706997	0.5574328900813509
SIX1	50	687	3973	331	24.887854472508433	0.2825586537365939	0.4623267336134095
KDM5C	50	1531	6756	1126	94.31417890033738	0.45106684084476373	0.7181012062261418
POU3F2	50	74	652	47	0.4399379958055986	0.35361051235284363	0.6329530010665235
QKI	50	349	18	4	0.057280933710221575	0.11684177013689907	0.21973921855006
PCBP2	50	100	429	42	0.39117352056168503	0.2589510489510489	0.4177222837579297
KAT2B	50	1379	1368	699	17.20134950305462	0.50892698115848	0.5047374382896507
TET3	50	366	789	15	2.633117534421446	0.029997506700741756	0.03403414857640489
MCM5	50	26	25	10	0.0059268715236618945	0.39230769230769236	0.39985772135274156
CBX2	50	748	4	3	0.02728184553660983	0.3770053475935829	0.7482831751161382
LCORL	50	273	13609	243	33.87669371751618	0.45398286040508096	0.8745417146224966
ZNF407	50	1229	16201	1057	181.55401659524026	0.46264585321029866	0.8357910548848466
ZNF354B	50	56	408	32	0.20833409318865687	0.3249299719887955	0.5698282241636747
CASZ1	50	1090	6835	814	67.93243366463025	0.4329409474977014	0.7299591444921788
RPA2	50	208	109	24	0.2067292787453269	0.16778405081157377	0.21870167670771423
BRF1	50	98	676	74	0.6040667456916203	0.43228474821881413	0.7535831405061428
ZNF549	50	370	0	0	0.0	0.0	0.0
ORC1	50	427	10	3	0.03893498677851737	0.1535128805620609	0.29726389791565594
TEAD2	50	931	428	309	3.6333363727546275	0.5269318991738358	0.7195821203700226
MTF1	50	16	962	13	0.14034831768031367	0.41300675675675674	0.8108407384921072
BRF2	50	26	8	7	0.0018965988875718064	0.5721153846153846	0.8749703586151545
ZNF785	50	422	1050	328	4.040302726360901	0.5448160686075378	0.7750979326160771
